OrderDetailID,OrderID,OrderQty,MenuItemID,UnitPrice,LineTotal
57294,18028,2,27,10.49,20.98
57295,18028,1,5,14.99,14.99
57296,18028,1,14,19.49,19.49
57297,18028,2,33,5.99,11.98
57298,18028,1,10,27.99,27.99
57299,18028,1,5,14.99,14.99
57300,18028,5,20,5.99,29.95
57301,18028,1,24,5.99,5.99
57302,18029,2,23,7.99,15.98
57303,18029,1,25,11.49,11.49
57304,18029,2,32,4.99,9.98
57305,18029,1,22,5.99,5.99
57306,18029,1,15,15.99,15.99
57307,18029,1,25,11.49,11.49
57308,18029,1,29,10.49,10.49
57309,18030,1,20,5.99,5.99
57310,18031,1,24,5.99,5.99
57311,18031,1,26,11.49,11.49
57312,18031,1,32,4.99,4.99
57313,18031,1,34,4.99,4.99
57314,18031,1,33,5.99,5.99
57315,18032,1,13,13.49,13.49
57316,18032,1,20,5.99,5.99
57317,18032,1,33,5.99,5.99
57318,18032,1,8,18.99,18.99
57319,18033,1,19,7.99,7.99
57320,18034,2,14,19.49,38.98
57321,18034,1,32,4.99,4.99
57322,18034,1,31,3.99,3.99
57323,18035,2,23,7.99,15.98
57324,18035,3,16,20.99,62.97
57325,18035,1,30,11.99,11.99
57326,18036,1,25,11.49,11.49
57327,18036,1,9,17.49,17.49
57328,18036,1,13,13.49,13.49
57329,18037,1,9,17.49,17.49
57330,18037,1,21,7.49,7.49
57331,18037,1,6,15.99,15.99
57332,18037,1,20,5.99,5.99
57333,18037,4,34,4.99,19.96
57334,18037,2,28,11.99,23.98
57335,18037,3,30,11.99,35.97
57336,18037,2,12,16.99,33.98
57337,18037,1,28,11.99,11.99
57338,18037,1,24,5.99,5.99
57339,18037,2,27,10.49,20.98
57340,18037,1,7,26.99,26.99
57341,18038,1,21,7.49,7.49
57342,18038,1,2,10.99,10.99
57343,18038,1,22,5.99,5.99
57344,18038,1,28,11.99,11.99
57345,18038,3,7,26.99,80.97
57346,18038,3,31,3.99,11.97
57347,18038,1,13,13.49,13.49
57348,18038,2,16,20.99,41.98
57349,18038,1,28,11.99,11.99
57350,18038,1,1,15.99,15.99
57351,18038,1,2,10.99,10.99
57352,18039,1,20,5.99,5.99
57353,18040,2,10,27.99,55.98
57354,18040,1,34,4.99,4.99
57355,18040,1,24,5.99,5.99
57356,18041,1,25,11.49,11.49
57357,18041,1,7,26.99,26.99
57358,18041,1,16,20.99,20.99
57359,18042,1,14,19.49,19.49
57360,18042,2,16,20.99,41.98
57361,18042,3,15,15.99,47.97
57362,18042,1,30,11.99,11.99
57363,18043,1,14,19.49,19.49
57364,18044,1,2,10.99,10.99
57365,18044,1,12,16.99,16.99
57366,18044,1,30,11.99,11.99
57367,18044,1,13,13.49,13.49
57368,18044,1,9,17.49,17.49
57369,18045,2,33,5.99,11.98
57370,18046,1,8,18.99,18.99
57371,18047,1,18,19.49,19.49
57372,18047,1,21,7.49,7.49
57373,18047,1,29,10.49,10.49
57374,18048,1,5,14.99,14.99
57375,18048,1,7,26.99,26.99
57376,18048,2,24,5.99,11.98
57377,18049,1,26,11.49,11.49
57378,18049,1,22,5.99,5.99
57379,18049,2,29,10.49,20.98
57380,18049,1,13,13.49,13.49
57381,18050,2,11,27.99,55.98
57382,18050,1,27,10.49,10.49
57383,18050,1,15,15.99,15.99
57384,18050,2,13,13.49,26.98
57385,18051,1,26,11.49,11.49
57386,18051,1,3,9.49,9.49
57387,18051,1,32,4.99,4.99
57388,18052,1,4,9.99,9.99
57389,18052,1,22,5.99,5.99
57390,18052,1,2,10.99,10.99
57391,18052,2,17,20.49,40.98
57392,18052,1,18,19.49,19.49
57393,18052,1,20,5.99,5.99
57394,18052,1,7,26.99,26.99
57395,18052,1,33,5.99,5.99
57396,18052,1,11,27.99,27.99
57397,18053,1,8,18.99,18.99
57398,18054,1,14,19.49,19.49
57399,18054,1,33,5.99,5.99
57400,18054,1,14,19.49,19.49
57401,18054,1,18,19.49,19.49
57402,18054,1,35,3.99,3.99
57403,18055,1,15,15.99,15.99
57404,18055,1,28,11.99,11.99
57405,18055,1,30,11.99,11.99
57406,18055,1,27,10.49,10.49
57407,18056,1,1,15.99,15.99
57408,18056,1,17,20.49,20.49
57409,18057,1,19,7.99,7.99
57410,18058,1,11,27.99,27.99
57411,18059,2,33,5.99,11.98
57412,18060,1,26,11.49,11.49
57413,18060,1,21,7.49,7.49
57414,18060,1,8,18.99,18.99
57415,18060,3,30,11.99,35.97
57416,18060,1,8,18.99,18.99
57417,18060,1,28,11.99,11.99
57418,18060,1,13,13.49,13.49
57419,18061,1,1,15.99,15.99
57420,18061,2,21,7.49,14.98
57421,18061,1,33,5.99,5.99
57422,18061,1,5,14.99,14.99
57423,18062,1,27,10.49,10.49
57424,18062,2,10,27.99,55.98
57425,18062,1,4,9.99,9.99
57426,18063,1,9,17.49,17.49
57427,18063,1,15,15.99,15.99
57428,18063,1,1,15.99,15.99
57429,18063,1,16,20.99,20.99
57430,18063,1,22,5.99,5.99
57431,18063,2,34,4.99,9.98
57432,18064,1,4,9.99,9.99
57433,18064,1,29,10.49,10.49
57434,18064,1,24,5.99,5.99
57435,18065,1,7,26.99,26.99
57436,18065,1,13,13.49,13.49
57437,18065,1,28,11.99,11.99
57438,18065,2,14,19.49,38.98
57439,18065,1,30,11.99,11.99
57440,18065,1,11,27.99,27.99
57441,18065,4,8,18.99,75.96
57442,18065,3,27,10.49,31.47
57443,18065,3,10,27.99,83.97
57444,18066,1,17,20.49,20.49
57445,18066,3,2,10.99,32.97
57446,18067,1,31,3.99,3.99
57447,18068,1,16,20.99,20.99
57448,18068,2,7,26.99,53.98
57449,18068,3,4,9.99,29.97
57450,18068,1,20,5.99,5.99
57451,18069,1,25,11.49,11.49
57452,18070,1,7,26.99,26.99
57453,18071,1,29,10.49,10.49
57454,18071,1,2,10.99,10.99
57455,18071,1,28,11.99,11.99
57456,18071,1,10,27.99,27.99
57457,18072,1,23,7.99,7.99
57458,18073,2,11,27.99,55.98
57459,18073,1,25,11.49,11.49
57460,18074,1,9,17.49,17.49
57461,18075,1,18,19.49,19.49
57462,18075,1,19,7.99,7.99
57463,18076,1,24,5.99,5.99
57464,18076,1,11,27.99,27.99
57465,18076,3,20,5.99,17.97
57466,18076,1,15,15.99,15.99
57467,18076,1,8,18.99,18.99
57468,18076,1,17,20.49,20.49
57469,18077,2,4,9.99,19.98
57470,18078,1,25,11.49,11.49
57471,18078,1,6,15.99,15.99
57472,18078,1,21,7.49,7.49
57473,18078,1,14,19.49,19.49
57474,18078,1,15,15.99,15.99
57475,18078,1,23,7.99,7.99
57476,18078,3,13,13.49,40.47
57477,18078,1,35,3.99,3.99
57478,18078,1,26,11.49,11.49
57479,18079,1,34,4.99,4.99
57480,18079,1,6,15.99,15.99
57481,18079,1,25,11.49,11.49
57482,18079,1,12,16.99,16.99
57483,18079,1,27,10.49,10.49
57484,18079,1,21,7.49,7.49
57485,18079,1,25,11.49,11.49
57486,18079,1,6,15.99,15.99
57487,18079,1,25,11.49,11.49
57488,18079,1,21,7.49,7.49
57489,18079,1,28,11.99,11.99
57490,18079,3,36,2.99,8.97
57491,18079,1,8,18.99,18.99
57492,18079,1,9,17.49,17.49
57493,18079,2,7,26.99,53.98
57494,18079,1,4,9.99,9.99
57495,18079,1,6,15.99,15.99
57496,18079,1,25,11.49,11.49
57497,18079,1,28,11.99,11.99
57498,18080,2,29,10.49,20.98
57499,18080,1,28,11.99,11.99
57500,18080,1,9,17.49,17.49
57501,18080,1,20,5.99,5.99
57502,18080,3,11,27.99,83.97
57503,18081,1,25,11.49,11.49
57504,18081,1,18,19.49,19.49
57505,18081,1,2,10.99,10.99
57506,18081,2,26,11.49,22.98
57507,18082,1,2,10.99,10.99
57508,18082,1,21,7.49,7.49
57509,18082,1,13,13.49,13.49
57510,18082,1,1,15.99,15.99
57511,18082,2,18,19.49,38.98
57512,18082,1,3,9.49,9.49
57513,18083,1,36,2.99,2.99
57514,18084,1,17,20.49,20.49
57515,18084,1,29,10.49,10.49
57516,18084,3,24,5.99,17.97
57517,18084,3,20,5.99,17.97
57518,18084,1,27,10.49,10.49
57519,18084,1,36,2.99,2.99
57520,18085,1,8,18.99,18.99
57521,18085,1,17,20.49,20.49
57522,18085,1,29,10.49,10.49
57523,18085,1,15,15.99,15.99
57524,18085,2,31,3.99,7.98
57525,18085,1,9,17.49,17.49
57526,18085,1,24,5.99,5.99
57527,18085,1,20,5.99,5.99
57528,18085,2,16,20.99,41.98
57529,18085,1,10,27.99,27.99
57530,18085,1,2,10.99,10.99
57531,18085,1,34,4.99,4.99
57532,18086,3,26,11.49,34.47
57533,18086,1,6,15.99,15.99
57534,18087,1,21,7.49,7.49
57535,18087,2,25,11.49,22.98
57536,18087,1,4,9.99,9.99
57537,18087,1,32,4.99,4.99
57538,18087,1,16,20.99,20.99
57539,18088,1,25,11.49,11.49
57540,18088,2,36,2.99,5.98
57541,18089,3,31,3.99,11.97
57542,18089,1,33,5.99,5.99
57543,18090,1,26,11.49,11.49
57544,18090,1,13,13.49,13.49
57545,18090,4,10,27.99,111.96
57546,18090,3,2,10.99,32.97
57547,18091,1,7,26.99,26.99
57548,18092,1,4,9.99,9.99
57549,18093,1,7,26.99,26.99
57550,18093,2,21,7.49,14.98
57551,18093,1,8,18.99,18.99
57552,18093,1,15,15.99,15.99
57553,18093,1,11,27.99,27.99
57554,18093,4,14,19.49,77.96
57555,18093,1,12,16.99,16.99
57556,18094,1,30,11.99,11.99
57557,18094,1,7,26.99,26.99
57558,18094,2,21,7.49,14.98
57559,18095,1,15,15.99,15.99
57560,18095,1,23,7.99,7.99
57561,18095,2,2,10.99,21.98
57562,18096,1,30,11.99,11.99
57563,18096,1,13,13.49,13.49
57564,18096,1,25,11.49,11.49
57565,18096,1,23,7.99,7.99
57566,18096,1,26,11.49,11.49
57567,18097,1,26,11.49,11.49
57568,18097,2,22,5.99,11.98
57569,18098,2,4,9.99,19.98
57570,18098,2,29,10.49,20.98
57571,18098,1,15,15.99,15.99
57572,18098,1,7,26.99,26.99
57573,18098,1,33,5.99,5.99
57574,18098,1,21,7.49,7.49
57575,18098,1,33,5.99,5.99
57576,18098,2,32,4.99,9.98
57577,18098,2,29,10.49,20.98
57578,18098,1,10,27.99,27.99
57579,18099,1,14,19.49,19.49
57580,18100,1,29,10.49,10.49
57581,18101,1,36,2.99,2.99
57582,18101,1,29,10.49,10.49
57583,18101,2,23,7.99,15.98
57584,18101,1,21,7.49,7.49
57585,18101,1,25,11.49,11.49
57586,18101,1,18,19.49,19.49
57587,18101,2,22,5.99,11.98
57588,18101,2,36,2.99,5.98
57589,18101,1,32,4.99,4.99
57590,18101,1,34,4.99,4.99
57591,18101,1,33,5.99,5.99
57592,18101,1,27,10.49,10.49
57593,18101,3,31,3.99,11.97
57594,18101,1,10,27.99,27.99
57595,18101,1,32,4.99,4.99
57596,18101,1,4,9.99,9.99
57597,18101,1,17,20.49,20.49
57598,18102,1,18,19.49,19.49
57599,18102,1,8,18.99,18.99
57600,18102,1,29,10.49,10.49
57601,18102,2,11,27.99,55.98
57602,18102,1,17,20.49,20.49
57603,18102,2,16,20.99,41.98
57604,18103,1,30,11.99,11.99
57605,18104,2,26,11.49,22.98
57606,18105,1,24,5.99,5.99
57607,18106,1,27,10.49,10.49
57608,18107,1,33,5.99,5.99
57609,18107,2,10,27.99,55.98
57610,18107,1,4,9.99,9.99
57611,18107,1,22,5.99,5.99
57612,18107,2,1,15.99,31.98
57613,18107,1,34,4.99,4.99
57614,18108,2,15,15.99,31.98
57615,18108,1,16,20.99,20.99
57616,18109,1,4,9.99,9.99
57617,18109,1,16,20.99,20.99
57618,18109,1,34,4.99,4.99
57619,18109,2,31,3.99,7.98
57620,18109,1,21,7.49,7.49
57621,18109,3,17,20.49,61.47
57622,18109,1,3,9.49,9.49
57623,18110,1,8,18.99,18.99
57624,18110,1,9,17.49,17.49
57625,18110,1,22,5.99,5.99
57626,18110,1,30,11.99,11.99
57627,18110,1,13,13.49,13.49
57628,18111,2,9,17.49,34.98
57629,18112,1,1,15.99,15.99
57630,18113,1,15,15.99,15.99
57631,18113,1,24,5.99,5.99
57632,18113,2,29,10.49,20.98
57633,18113,1,16,20.99,20.99
57634,18114,2,24,5.99,11.98
57635,18115,1,16,20.99,20.99
57636,18115,1,24,5.99,5.99
57637,18115,1,2,10.99,10.99
57638,18115,1,34,4.99,4.99
57639,18116,1,5,14.99,14.99
57640,18116,1,13,13.49,13.49
57641,18116,1,34,4.99,4.99
57642,18116,2,21,7.49,14.98
57643,18117,1,26,11.49,11.49
57644,18117,2,14,19.49,38.98
57645,18118,1,28,11.99,11.99
57646,18119,1,35,3.99,3.99
57647,18120,1,26,11.49,11.49
57648,18120,1,33,5.99,5.99
57649,18120,1,16,20.99,20.99
57650,18120,1,5,14.99,14.99
57651,18120,1,17,20.49,20.49
57652,18120,1,23,7.99,7.99
57653,18120,1,27,10.49,10.49
57654,18121,1,1,15.99,15.99
57655,18121,2,15,15.99,31.98
57656,18121,1,30,11.99,11.99
57657,18121,3,14,19.49,58.47
57658,18122,2,22,5.99,11.98
57659,18122,1,11,27.99,27.99
57660,18122,1,25,11.49,11.49
57661,18122,2,1,15.99,31.98
57662,18123,1,26,11.49,11.49
57663,18123,1,23,7.99,7.99
57664,18123,1,12,16.99,16.99
57665,18123,4,8,18.99,75.96
57666,18123,1,36,2.99,2.99
57667,18123,1,15,15.99,15.99
57668,18124,1,13,13.49,13.49
57669,18124,1,18,19.49,19.49
57670,18124,1,14,19.49,19.49
57671,18124,2,4,9.99,19.98
57672,18124,2,11,27.99,55.98
57673,18125,1,23,7.99,7.99
57674,18126,1,16,20.99,20.99
57675,18126,1,33,5.99,5.99
57676,18126,1,31,3.99,3.99
57677,18126,1,17,20.49,20.49
57678,18127,1,28,11.99,11.99
57679,18128,1,9,17.49,17.49
57680,18128,1,8,18.99,18.99
57681,18129,1,12,16.99,16.99
57682,18129,1,25,11.49,11.49
57683,18129,2,15,15.99,31.98
57684,18130,1,31,3.99,3.99
57685,18131,2,15,15.99,31.98
57686,18132,1,24,5.99,5.99
57687,18133,2,18,19.49,38.98
57688,18133,2,30,11.99,23.98
57689,18134,1,33,5.99,5.99
57690,18134,1,12,16.99,16.99
57691,18134,2,23,7.99,15.98
57692,18135,1,7,26.99,26.99
57693,18135,1,26,11.49,11.49
57694,18136,1,25,11.49,11.49
57695,18136,1,26,11.49,11.49
57696,18136,1,32,4.99,4.99
57697,18137,1,9,17.49,17.49
57698,18137,1,17,20.49,20.49
57699,18137,1,13,13.49,13.49
57700,18138,4,22,5.99,23.96
57701,18138,1,9,17.49,17.49
57702,18138,1,4,9.99,9.99
57703,18138,2,2,10.99,21.98
57704,18138,2,16,20.99,41.98
57705,18138,2,14,19.49,38.98
57706,18138,1,29,10.49,10.49
57707,18138,1,9,17.49,17.49
57708,18138,1,2,10.99,10.99
57709,18138,1,28,11.99,11.99
57710,18138,1,8,18.99,18.99
57711,18139,2,8,18.99,37.98
57712,18139,1,18,19.49,19.49
57713,18139,1,30,11.99,11.99
57714,18140,1,8,18.99,18.99
57715,18141,1,2,10.99,10.99
57716,18141,2,22,5.99,11.98
57717,18141,3,8,18.99,56.97
57718,18142,2,13,13.49,26.98
57719,18142,1,30,11.99,11.99
57720,18143,1,28,11.99,11.99
57721,18144,1,2,10.99,10.99
57722,18144,1,14,19.49,19.49
57723,18144,1,28,11.99,11.99
57724,18144,1,36,2.99,2.99
57725,18145,1,30,11.99,11.99
57726,18145,2,16,20.99,41.98
57727,18146,1,10,27.99,27.99
57728,18147,1,22,5.99,5.99
57729,18147,1,6,15.99,15.99
57730,18147,1,35,3.99,3.99
57731,18148,1,9,17.49,17.49
57732,18148,1,14,19.49,19.49
57733,18149,2,7,26.99,53.98
57734,18150,1,13,13.49,13.49
57735,18151,1,33,5.99,5.99
57736,18152,1,21,7.49,7.49
57737,18152,1,25,11.49,11.49
57738,18152,2,27,10.49,20.98
57739,18152,1,14,19.49,19.49
57740,18152,2,34,4.99,9.98
57741,18153,1,25,11.49,11.49
57742,18153,1,4,9.99,9.99
57743,18154,3,35,3.99,11.97
57744,18155,1,22,5.99,5.99
57745,18156,1,23,7.99,7.99
57746,18157,2,31,3.99,7.98
57747,18158,1,19,7.99,7.99
57748,18159,1,15,15.99,15.99
57749,18159,1,1,15.99,15.99
57750,18160,1,5,14.99,14.99
57751,18161,1,11,27.99,27.99
57752,18161,1,21,7.49,7.49
57753,18161,1,28,11.99,11.99
57754,18162,1,28,11.99,11.99
57755,18163,1,2,10.99,10.99
57756,18164,2,20,5.99,11.98
57757,18164,1,1,15.99,15.99
57758,18165,1,27,10.49,10.49
57759,18166,1,24,5.99,5.99
57760,18166,1,20,5.99,5.99
57761,18166,1,27,10.49,10.49
57762,18167,1,13,13.49,13.49
57763,18168,1,11,27.99,27.99
57764,18168,1,1,15.99,15.99
57765,18168,1,26,11.49,11.49
57766,18168,1,31,3.99,3.99
57767,18169,1,33,5.99,5.99
57768,18169,1,10,27.99,27.99
57769,18169,1,2,10.99,10.99
57770,18169,1,23,7.99,7.99
57771,18169,1,18,19.49,19.49
57772,18169,1,6,15.99,15.99
57773,18169,1,14,19.49,19.49
57774,18169,1,27,10.49,10.49
57775,18169,1,31,3.99,3.99
57776,18170,1,24,5.99,5.99
57777,18171,3,11,27.99,83.97
57778,18171,1,3,9.49,9.49
57779,18171,1,35,3.99,3.99
57780,18172,2,12,16.99,33.98
57781,18173,1,21,7.49,7.49
57782,18173,1,34,4.99,4.99
57783,18173,1,27,10.49,10.49
57784,18173,2,6,15.99,31.98
57785,18174,1,10,27.99,27.99
57786,18174,1,30,11.99,11.99
57787,18174,1,18,19.49,19.49
57788,18174,2,7,26.99,53.98
57789,18175,1,13,13.49,13.49
57790,18176,1,20,5.99,5.99
57791,18176,1,3,9.49,9.49
57792,18176,1,11,27.99,27.99
57793,18176,1,10,27.99,27.99
57794,18177,2,34,4.99,9.98
57795,18177,1,22,5.99,5.99
57796,18178,1,34,4.99,4.99
57797,18178,1,4,9.99,9.99
57798,18178,1,13,13.49,13.49
57799,18178,1,15,15.99,15.99
57800,18178,2,26,11.49,22.98
57801,18178,1,19,7.99,7.99
57802,18178,1,22,5.99,5.99
57803,18179,1,4,9.99,9.99
57804,18180,1,3,9.49,9.49
57805,18180,1,19,7.99,7.99
57806,18180,1,26,11.49,11.49
57807,18180,1,16,20.99,20.99
57808,18180,2,24,5.99,11.98
57809,18181,1,21,7.49,7.49
57810,18182,1,16,20.99,20.99
57811,18183,1,11,27.99,27.99
57812,18184,1,26,11.49,11.49
57813,18185,2,16,20.99,41.98
57814,18186,1,10,27.99,27.99
57815,18186,3,20,5.99,17.97
57816,18187,1,15,15.99,15.99
57817,18187,1,10,27.99,27.99
57818,18187,1,16,20.99,20.99
57819,18188,1,29,10.49,10.49
57820,18188,1,6,15.99,15.99
57821,18188,1,19,7.99,7.99
57822,18188,1,17,20.49,20.49
57823,18189,1,4,9.99,9.99
57824,18190,2,13,13.49,26.98
57825,18190,1,15,15.99,15.99
57826,18190,1,28,11.99,11.99
57827,18190,1,19,7.99,7.99
57828,18190,1,5,14.99,14.99
57829,18191,1,31,3.99,3.99
57830,18192,1,26,11.49,11.49
57831,18193,1,3,9.49,9.49
57832,18194,1,25,11.49,11.49
57833,18194,3,31,3.99,11.97
57834,18194,1,17,20.49,20.49
57835,18195,1,8,18.99,18.99
57836,18195,2,13,13.49,26.98
57837,18196,1,2,10.99,10.99
57838,18197,1,13,13.49,13.49
57839,18197,1,19,7.99,7.99
57840,18197,2,32,4.99,9.98
57841,18197,1,17,20.49,20.49
57842,18198,1,9,17.49,17.49
57843,18198,1,32,4.99,4.99
57844,18198,1,23,7.99,7.99
57845,18199,1,5,14.99,14.99
57846,18199,1,17,20.49,20.49
57847,18199,1,26,11.49,11.49
57848,18199,1,9,17.49,17.49
57849,18199,1,23,7.99,7.99
57850,18199,1,35,3.99,3.99
57851,18200,1,18,19.49,19.49
57852,18201,2,34,4.99,9.98
57853,18202,1,4,9.99,9.99
57854,18202,1,26,11.49,11.49
57855,18202,1,21,7.49,7.49
57856,18202,1,14,19.49,19.49
57857,18202,2,8,18.99,37.98
57858,18202,1,5,14.99,14.99
57859,18202,3,14,19.49,58.47
57860,18202,1,33,5.99,5.99
57861,18202,1,4,9.99,9.99
57862,18203,1,10,27.99,27.99
57863,18204,1,12,16.99,16.99
57864,18204,1,11,27.99,27.99
57865,18204,1,33,5.99,5.99
57866,18205,2,19,7.99,15.98
57867,18206,1,11,27.99,27.99
57868,18207,1,2,10.99,10.99
57869,18207,1,29,10.49,10.49
57870,18208,1,9,17.49,17.49
57871,18209,1,25,11.49,11.49
57872,18210,1,22,5.99,5.99
57873,18210,1,33,5.99,5.99
57874,18211,1,30,11.99,11.99
57875,18211,1,27,10.49,10.49
57876,18212,2,31,3.99,7.98
57877,18213,1,28,11.99,11.99
57878,18213,1,17,20.49,20.49
57879,18213,1,30,11.99,11.99
57880,18213,2,4,9.99,19.98
57881,18214,1,31,3.99,3.99
57882,18215,1,23,7.99,7.99
57883,18215,1,25,11.49,11.49
57884,18215,2,22,5.99,11.98
57885,18215,1,7,26.99,26.99
57886,18215,1,35,3.99,3.99
57887,18215,1,22,5.99,5.99
57888,18215,1,26,11.49,11.49
57889,18216,1,36,2.99,2.99
57890,18216,1,11,27.99,27.99
57891,18216,1,4,9.99,9.99
57892,18216,1,23,7.99,7.99
57893,18216,2,14,19.49,38.98
57894,18216,1,22,5.99,5.99
57895,18217,1,36,2.99,2.99
57896,18218,1,29,10.49,10.49
57897,18218,2,17,20.49,40.98
57898,18218,1,29,10.49,10.49
57899,18219,1,8,18.99,18.99
57900,18219,1,24,5.99,5.99
57901,18220,1,2,10.99,10.99
57902,18220,2,36,2.99,5.98
57903,18221,1,17,20.49,20.49
57904,18221,1,1,15.99,15.99
57905,18221,2,20,5.99,11.98
57906,18221,1,26,11.49,11.49
57907,18222,1,6,15.99,15.99
57908,18222,1,18,19.49,19.49
57909,18222,1,33,5.99,5.99
57910,18222,2,22,5.99,11.98
57911,18222,1,1,15.99,15.99
57912,18223,1,25,11.49,11.49
57913,18223,1,14,19.49,19.49
57914,18223,1,3,9.49,9.49
57915,18224,2,13,13.49,26.98
57916,18224,1,28,11.99,11.99
57917,18224,2,29,10.49,20.98
57918,18224,1,24,5.99,5.99
57919,18224,1,15,15.99,15.99
57920,18225,1,12,16.99,16.99
57921,18225,1,28,11.99,11.99
57922,18225,1,5,14.99,14.99
57923,18225,1,22,5.99,5.99
57924,18225,1,8,18.99,18.99
57925,18225,1,22,5.99,5.99
57926,18225,1,16,20.99,20.99
57927,18226,1,32,4.99,4.99
57928,18226,1,16,20.99,20.99
57929,18226,1,24,5.99,5.99
57930,18226,1,28,11.99,11.99
57931,18226,1,4,9.99,9.99
57932,18226,1,3,9.49,9.49
57933,18227,1,7,26.99,26.99
57934,18227,1,2,10.99,10.99
57935,18227,2,15,15.99,31.98
57936,18228,1,23,7.99,7.99
57937,18228,2,36,2.99,5.98
