ReviewID,LocationID,Date,Review,Source
21,1,1/10/2019,5,Tripadvisor
47,1,1/10/2019,5,Tripadvisor
64,1,1/10/2019,5,Yelp
92,1,1/10/2019,5,Google
160,1,1/10/2019,5,Tripadvisor
165,1,1/10/2019,5,Yelp
170,1,1/10/2019,5,Google
209,1,1/10/2019,5,Google
230,1,1/10/2019,5,Tripadvisor
262,1,1/10/2019,5,Tripadvisor
270,1,1/10/2019,5,Yelp
10,1,1/11/2019,5,Tripadvisor
19,1,1/11/2019,5,Google
33,1,1/11/2019,5,Tripadvisor
54,1,1/11/2019,3,Tripadvisor
71,1,1/11/2019,5,Google
114,1,1/11/2019,5,Google
223,1,1/11/2019,5,Tripadvisor
256,1,1/11/2019,5,Yelp
259,1,1/11/2019,5,Google
317,1,1/11/2019,5,Google
34,1,1/12/2019,5,Yelp
83,1,1/12/2019,5,Yelp
117,1,1/12/2019,5,Yelp
142,1,1/12/2019,5,Tripadvisor
158,1,1/12/2019,5,Yelp
220,1,1/12/2019,1,Tripadvisor
247,1,1/12/2019,5,Google
263,1,1/12/2019,5,Google
291,1,1/12/2019,5,Tripadvisor
321,1,1/12/2019,5,Yelp
13,1,1/13/2019,5,Google
151,1,1/13/2019,5,Tripadvisor
208,1,1/13/2019,5,Google
215,1,1/13/2019,5,Google
234,1,1/13/2019,5,Tripadvisor
295,1,1/13/2019,5,Google
300,1,1/13/2019,5,Google
1,1,1/14/2019,1.5,Tripadvisor
29,1,1/14/2019,5,Yelp
73,1,1/14/2019,5,Google
77,1,1/14/2019,5,Tripadvisor
86,1,1/14/2019,5,Google
87,1,1/14/2019,5,Google
128,1,1/14/2019,5,Google
130,1,1/14/2019,5,Google
183,1,1/14/2019,5,Google
197,1,1/14/2019,5,Tripadvisor
222,1,1/14/2019,5,Tripadvisor
229,1,1/14/2019,5,Tripadvisor
233,1,1/14/2019,5,Google
257,1,1/14/2019,5,Tripadvisor
258,1,1/14/2019,5,Google
275,1,1/14/2019,5,Yelp
4,1,1/15/2019,5,Google
44,1,1/15/2019,5,Google
62,1,1/15/2019,5,Google
108,1,1/15/2019,5,Google
137,1,1/15/2019,5,Tripadvisor
149,1,1/15/2019,5,Tripadvisor
177,1,1/15/2019,5,Google
244,1,1/15/2019,5,Google
246,1,1/15/2019,5,Google
272,1,1/15/2019,5,Yelp
15,1,1/16/2019,5,Google
67,1,1/16/2019,5,Tripadvisor
120,1,1/16/2019,5,Google
127,1,1/16/2019,5,Yelp
139,1,1/16/2019,5,Yelp
205,1,1/16/2019,5,Google
207,1,1/16/2019,5,Yelp
236,1,1/16/2019,5,Google
294,1,1/16/2019,5,Google
24,1,1/17/2019,5,Google
72,1,1/17/2019,5,Google
82,1,1/17/2019,5,Google
89,1,1/17/2019,5,Google
121,1,1/17/2019,5,Google
131,1,1/17/2019,0.5,Google
153,1,1/17/2019,5,Google
157,1,1/17/2019,5,Google
164,1,1/17/2019,5,Google
203,1,1/17/2019,5,Google
218,1,1/17/2019,0,Google
281,1,1/17/2019,5,Google
286,1,1/17/2019,5,Tripadvisor
298,1,1/17/2019,5,Google
304,1,1/17/2019,5,Tripadvisor
61,1,1/18/2019,5,Yelp
101,1,1/18/2019,5,Google
239,1,1/18/2019,5,Google
249,1,1/18/2019,5,Yelp
293,1,1/18/2019,5,Google
3,1,1/19/2019,4,Google
27,1,1/19/2019,5,Google
45,1,1/19/2019,5,Google
57,1,1/19/2019,5,Yelp
98,1,1/19/2019,0.5,Google
107,1,1/19/2019,5,Yelp
152,1,1/19/2019,5,Google
155,1,1/19/2019,5,Google
166,1,1/19/2019,5,Google
186,1,1/19/2019,5,Tripadvisor
214,1,1/19/2019,5,Tripadvisor
284,1,1/19/2019,5,Yelp
42,1,1/20/2019,5,Google
46,1,1/20/2019,5,Google
78,1,1/20/2019,5,Yelp
91,1,1/20/2019,5,Tripadvisor
103,1,1/20/2019,5,Yelp
185,1,1/20/2019,5,Yelp
187,1,1/20/2019,5,Google
201,1,1/20/2019,5,Google
219,1,1/20/2019,0.5,Google
224,1,1/20/2019,5,Yelp
228,1,1/20/2019,5,Yelp
240,1,1/20/2019,5,Google
255,1,1/20/2019,5,Google
280,1,1/20/2019,5,Tripadvisor
313,1,1/20/2019,5,Google
18,1,1/21/2019,5,Google
60,1,1/21/2019,5,Google
66,1,1/21/2019,5,Google
146,1,1/21/2019,5,Tripadvisor
193,1,1/21/2019,5,Google
198,1,1/21/2019,5,Google
221,1,1/21/2019,5,Tripadvisor
260,1,1/21/2019,5,Yelp
265,1,1/21/2019,5,Google
276,1,1/21/2019,5,Tripadvisor
279,1,1/21/2019,5,Tripadvisor
303,1,1/21/2019,5,Tripadvisor
319,1,1/21/2019,5,Google
5,1,1/22/2019,5,Google
8,1,1/22/2019,5,Tripadvisor
12,1,1/22/2019,5,Yelp
56,1,1/22/2019,5,Tripadvisor
75,1,1/22/2019,5,Google
132,1,1/22/2019,0.5,Google
163,1,1/22/2019,5,Google
180,1,1/22/2019,5,Tripadvisor
235,1,1/22/2019,5,Google
299,1,1/22/2019,5,Google
308,1,1/22/2019,5,Google
7,1,1/23/2019,5,Google
65,1,1/23/2019,5,Google
100,1,1/23/2019,5,Google
124,1,1/23/2019,5,Google
133,1,1/23/2019,0.5,Google
138,1,1/23/2019,5,Tripadvisor
141,1,1/23/2019,5,Google
167,1,1/23/2019,5,Google
184,1,1/23/2019,5,Google
273,1,1/23/2019,5,Google
277,1,1/23/2019,5,Yelp
287,1,1/23/2019,5,Yelp
309,1,1/23/2019,5,Google
312,1,1/23/2019,5,Google
314,1,1/23/2019,5,Tripadvisor
23,1,1/24/2019,5,Tripadvisor
43,1,1/24/2019,5,Tripadvisor
51,1,1/24/2019,0.5,Google
68,1,1/24/2019,5,Google
90,1,1/24/2019,5,Yelp
154,1,1/24/2019,5,Google
156,1,1/24/2019,5,Yelp
171,1,1/24/2019,5,Google
196,1,1/24/2019,5,Google
225,1,1/24/2019,5,Google
231,1,1/24/2019,5,Tripadvisor
243,1,1/24/2019,5,Google
261,1,1/24/2019,5,Yelp
318,1,1/24/2019,5,Yelp
6,1,1/25/2019,5,Tripadvisor
39,1,1/25/2019,5,Tripadvisor
49,1,1/25/2019,0,Google
118,1,1/25/2019,5,Tripadvisor
122,1,1/25/2019,5,Google
136,1,1/25/2019,5,Google
226,1,1/25/2019,5,Tripadvisor
245,1,1/25/2019,5,Tripadvisor
266,1,1/25/2019,0,Yelp
296,1,1/25/2019,5,Tripadvisor
35,1,1/26/2019,5,Yelp
48,1,1/26/2019,0,Tripadvisor
112,1,1/26/2019,5,Google
143,1,1/26/2019,5,Google
168,1,1/26/2019,5,Google
176,1,1/26/2019,5,Google
189,1,1/26/2019,5,Yelp
210,1,1/26/2019,5,Yelp
285,1,1/26/2019,5,Tripadvisor
288,1,1/26/2019,5,Tripadvisor
322,1,1/26/2019,5,Google
36,1,1/27/2019,5,Yelp
50,1,1/27/2019,0,Tripadvisor
63,1,1/27/2019,5,Tripadvisor
70,1,1/27/2019,5,Google
74,1,1/27/2019,5,Google
96,1,1/27/2019,5,Google
129,1,1/27/2019,5,Tripadvisor
174,1,1/27/2019,5,Tripadvisor
188,1,1/27/2019,5,Google
191,1,1/27/2019,5,Google
199,1,1/27/2019,5,Google
216,1,1/27/2019,5,Tripadvisor
237,1,1/27/2019,5,Google
94,1,1/28/2019,5,Google
95,1,1/28/2019,5,Google
102,1,1/28/2019,5,Google
192,1,1/28/2019,5,Yelp
202,1,1/28/2019,5,Tripadvisor
253,1,1/28/2019,5,Google
254,1,1/28/2019,5,Google
283,1,1/28/2019,5,Google
311,1,1/28/2019,5,Tripadvisor
25,1,1/29/2019,5,Google
32,1,1/29/2019,5,Google
37,1,1/29/2019,5,Google
38,1,1/29/2019,5,Tripadvisor
84,1,1/29/2019,5,Google
105,1,1/29/2019,5,Yelp
110,1,1/29/2019,5,Yelp
123,1,1/29/2019,5,Tripadvisor
135,1,1/29/2019,5,Tripadvisor
148,1,1/29/2019,5,Tripadvisor
150,1,1/29/2019,5,Google
179,1,1/29/2019,5,Tripadvisor
182,1,1/29/2019,5,Tripadvisor
195,1,1/29/2019,5,Google
232,1,1/29/2019,5,Google
267,1,1/29/2019,1,Google
301,1,1/29/2019,5,Yelp
315,1,1/29/2019,5,Google
320,1,1/29/2019,5,Google
28,1,1/30/2019,5,Google
52,1,1/30/2019,1,Tripadvisor
53,1,1/30/2019,1.5,Google
58,1,1/30/2019,5,Yelp
79,1,1/30/2019,5,Google
113,1,1/30/2019,5,Google
144,1,1/30/2019,5,Tripadvisor
173,1,1/30/2019,5,Google
200,1,1/30/2019,5,Google
206,1,1/30/2019,5,Google
211,1,1/30/2019,5,Google
250,1,1/30/2019,5,Google
282,1,1/30/2019,5,Google
289,1,1/30/2019,5,Google
30,1,1/31/2019,5,Yelp
55,1,1/31/2019,4,Tripadvisor
76,1,1/31/2019,5,Google
99,1,1/31/2019,3.5,Google
106,1,1/31/2019,5,Google
178,1,1/31/2019,5,Yelp
190,1,1/31/2019,5,Tripadvisor
213,1,1/31/2019,5,Google
227,1,1/31/2019,5,Tripadvisor
264,1,1/31/2019,5,Google
271,1,1/31/2019,5,Yelp
278,1,1/31/2019,5,Google
328,1,2/1/2019,5,Google
339,1,2/1/2019,5,Google
348,1,2/1/2019,5,Google
376,1,2/1/2019,5,Google
382,1,2/1/2019,5,Google
405,1,2/1/2019,5,Google
452,1,2/1/2019,5,Google
494,1,2/1/2019,5,Google
510,1,2/1/2019,5,Google
536,1,2/1/2019,5,Google
565,1,2/1/2019,5,Google
614,1,2/1/2019,5,Yelp
636,1,2/1/2019,5,Google
332,1,2/2/2019,5,Google
351,1,2/2/2019,5,Google
360,1,2/2/2019,5,Yelp
416,1,2/2/2019,5,Yelp
445,1,2/2/2019,5,Yelp
460,1,2/2/2019,5,Google
506,1,2/2/2019,5,Google
524,1,2/2/2019,5,Google
549,1,2/2/2019,5,Yelp
594,1,2/2/2019,5,Tripadvisor
602,1,2/2/2019,0,Google
630,1,2/2/2019,5,Google
403,1,2/3/2019,5,Yelp
407,1,2/3/2019,5,Tripadvisor
442,1,2/3/2019,5,Google
446,1,2/3/2019,5,Yelp
466,1,2/3/2019,5,Yelp
471,1,2/3/2019,5,Google
487,1,2/3/2019,5,Google
523,1,2/3/2019,5,Google
525,1,2/3/2019,5,Google
544,1,2/3/2019,5,Google
571,1,2/3/2019,5,Google
592,1,2/3/2019,5,Google
606,1,2/3/2019,5,Google
610,1,2/3/2019,5,Tripadvisor
615,1,2/3/2019,5,Yelp
364,1,2/4/2019,5,Google
370,1,2/4/2019,5,Google
374,1,2/4/2019,5,Google
410,1,2/4/2019,5,Tripadvisor
421,1,2/4/2019,5,Google
443,1,2/4/2019,5,Google
451,1,2/4/2019,5,Yelp
478,1,2/4/2019,1,Yelp
482,1,2/4/2019,5,Google
483,1,2/4/2019,5,Yelp
496,1,2/4/2019,5,Tripadvisor
512,1,2/4/2019,5,Tripadvisor
519,1,2/4/2019,5,Google
539,1,2/4/2019,5,Yelp
560,1,2/4/2019,5,Tripadvisor
323,1,2/5/2019,0,Tripadvisor
378,1,2/5/2019,5,Google
411,1,2/5/2019,5,Tripadvisor
412,1,2/5/2019,5,Google
413,1,2/5/2019,5,Yelp
464,1,2/5/2019,5,Google
479,1,2/5/2019,2,Google
505,1,2/5/2019,5,Yelp
507,1,2/5/2019,5,Yelp
516,1,2/5/2019,5,Google
550,1,2/5/2019,5,Yelp
618,1,2/5/2019,5,Yelp
633,1,2/5/2019,5,Yelp
340,1,2/6/2019,5,Tripadvisor
355,1,2/6/2019,5,Google
366,1,2/6/2019,5,Google
372,1,2/6/2019,5,Google
373,1,2/6/2019,5,Google
473,1,2/6/2019,5,Google
475,1,2/6/2019,0,Tripadvisor
477,1,2/6/2019,0.5,Yelp
486,1,2/6/2019,5,Google
490,1,2/6/2019,5,Yelp
501,1,2/6/2019,5,Tripadvisor
534,1,2/6/2019,5,Tripadvisor
566,1,2/6/2019,5,Google
567,1,2/6/2019,5,Google
570,1,2/6/2019,5,Google
622,1,2/6/2019,5,Tripadvisor
394,1,2/7/2019,5,Google
408,1,2/7/2019,5,Tripadvisor
432,1,2/7/2019,5,Tripadvisor
461,1,2/7/2019,5,Tripadvisor
465,1,2/7/2019,5,Google
470,1,2/7/2019,5,Google
498,1,2/7/2019,5,Yelp
500,1,2/7/2019,5,Google
513,1,2/7/2019,5,Yelp
533,1,2/7/2019,5,Google
543,1,2/7/2019,5,Tripadvisor
586,1,2/7/2019,5,Google
589,1,2/7/2019,5,Google
362,1,2/8/2019,5,Google
367,1,2/8/2019,0,Google
377,1,2/8/2019,5,Google
447,1,2/8/2019,5,Yelp
521,1,2/8/2019,5,Google
568,1,2/8/2019,5,Tripadvisor
608,1,2/8/2019,5,Tripadvisor
617,1,2/8/2019,5,Google
342,1,2/9/2019,5,Google
400,1,2/9/2019,5,Google
542,1,2/9/2019,5,Google
569,1,2/9/2019,5,Google
588,1,2/9/2019,5,Yelp
619,1,2/9/2019,5,Google
333,1,2/10/2019,5,Tripadvisor
345,1,2/10/2019,5,Google
346,1,2/10/2019,5,Tripadvisor
349,1,2/10/2019,5,Tripadvisor
386,1,2/10/2019,5,Google
392,1,2/10/2019,5,Google
414,1,2/10/2019,5,Yelp
441,1,2/10/2019,5,Yelp
492,1,2/10/2019,5,Tripadvisor
612,1,2/10/2019,5,Google
352,1,2/11/2019,5,Tripadvisor
358,1,2/11/2019,5,Google
396,1,2/11/2019,5,Tripadvisor
463,1,2/11/2019,5,Google
559,1,2/11/2019,5,Google
595,1,2/11/2019,5,Yelp
621,1,2/11/2019,5,Yelp
634,1,2/11/2019,5,Google
344,1,2/12/2019,5,Yelp
368,1,2/12/2019,0.5,Tripadvisor
397,1,2/12/2019,5,Google
415,1,2/12/2019,5,Yelp
417,1,2/12/2019,5,Google
419,1,2/12/2019,5,Yelp
459,1,2/12/2019,5,Google
481,1,2/12/2019,5,Google
504,1,2/12/2019,5,Google
535,1,2/12/2019,5,Tripadvisor
537,1,2/12/2019,5,Tripadvisor
598,1,2/12/2019,5,Google
338,1,2/13/2019,5,Google
391,1,2/13/2019,5,Google
429,1,2/13/2019,5,Google
431,1,2/13/2019,5,Google
437,1,2/13/2019,5,Google
438,1,2/13/2019,5,Tripadvisor
448,1,2/13/2019,5,Yelp
472,1,2/13/2019,5,Yelp
518,1,2/13/2019,4,Tripadvisor
520,1,2/13/2019,5,Yelp
556,1,2/13/2019,5,Tripadvisor
562,1,2/13/2019,5,Tripadvisor
611,1,2/13/2019,5,Yelp
629,1,2/13/2019,5,Yelp
353,1,2/14/2019,5,Google
388,1,2/14/2019,5,Tripadvisor
389,1,2/14/2019,5,Google
456,1,2/14/2019,5,Google
467,1,2/14/2019,5,Yelp
489,1,2/14/2019,5,Google
529,1,2/14/2019,5,Tripadvisor
324,1,2/15/2019,4.5,Google
331,1,2/15/2019,5,Google
404,1,2/15/2019,5,Google
428,1,2/15/2019,0,Google
433,1,2/15/2019,5,Yelp
435,1,2/15/2019,5,Yelp
453,1,2/15/2019,5,Yelp
457,1,2/15/2019,5,Google
485,1,2/15/2019,5,Tripadvisor
499,1,2/15/2019,5,Google
551,1,2/15/2019,5,Tripadvisor
574,1,2/15/2019,5,Tripadvisor
583,1,2/15/2019,5,Google
591,1,2/15/2019,5,Yelp
628,1,2/15/2019,5,Tripadvisor
401,1,2/16/2019,5,Google
469,1,2/16/2019,5,Yelp
522,1,2/16/2019,5,Google
541,1,2/16/2019,5,Google
545,1,2/16/2019,5,Yelp
554,1,2/16/2019,5,Google
579,1,2/16/2019,5,Tripadvisor
580,1,2/16/2019,5,Google
590,1,2/16/2019,5,Google
631,1,2/16/2019,5,Google
638,1,2/16/2019,5,Yelp
423,1,2/17/2019,5,Tripadvisor
450,1,2/17/2019,5,Yelp
515,1,2/17/2019,5,Google
532,1,2/17/2019,5,Yelp
605,1,2/17/2019,5,Google
637,1,2/17/2019,5,Google
354,1,2/18/2019,5,Google
356,1,2/18/2019,5,Google
363,1,2/18/2019,5,Google
420,1,2/18/2019,5,Tripadvisor
458,1,2/18/2019,5,Tripadvisor
484,1,2/18/2019,5,Yelp
503,1,2/18/2019,5,Google
528,1,2/18/2019,5,Yelp
564,1,2/18/2019,3,Tripadvisor
395,1,2/19/2019,5,Tripadvisor
398,1,2/19/2019,5,Google
422,1,2/19/2019,5,Google
427,1,2/19/2019,5,Yelp
462,1,2/19/2019,5,Yelp
508,1,2/19/2019,5,Google
517,1,2/19/2019,5,Google
557,1,2/19/2019,5,Google
585,1,2/19/2019,5,Google
601,1,2/19/2019,0,Google
603,1,2/19/2019,1,Tripadvisor
613,1,2/19/2019,5,Google
620,1,2/19/2019,5,Yelp
639,1,2/19/2019,5,Google
326,1,2/20/2019,5,Google
327,1,2/20/2019,5,Yelp
330,1,2/20/2019,5,Google
426,1,2/20/2019,5,Yelp
454,1,2/20/2019,5,Google
455,1,2/20/2019,5,Tripadvisor
540,1,2/20/2019,5,Google
561,1,2/20/2019,5,Tripadvisor
578,1,2/20/2019,5,Tripadvisor
581,1,2/20/2019,5,Tripadvisor
604,1,2/20/2019,3,Yelp
607,1,2/20/2019,5,Google
337,1,2/21/2019,5,Yelp
347,1,2/21/2019,5,Yelp
371,1,2/21/2019,5,Yelp
390,1,2/21/2019,5,Yelp
402,1,2/21/2019,5,Yelp
434,1,2/21/2019,5,Google
436,1,2/21/2019,5,Google
439,1,2/21/2019,5,Google
440,1,2/21/2019,5,Tripadvisor
493,1,2/21/2019,5,Google
548,1,2/21/2019,5,Google
593,1,2/21/2019,5,Tripadvisor
609,1,2/21/2019,5,Yelp
341,1,2/22/2019,5,Tripadvisor
365,1,2/22/2019,5,Google
383,1,2/22/2019,5,Google
430,1,2/22/2019,5,Yelp
491,1,2/22/2019,5,Tripadvisor
502,1,2/22/2019,5,Yelp
530,1,2/22/2019,5,Google
546,1,2/22/2019,5,Tripadvisor
552,1,2/22/2019,5,Tripadvisor
555,1,2/22/2019,5,Yelp
563,1,2/22/2019,0.5,Google
573,1,2/22/2019,5,Google
587,1,2/22/2019,5,Tripadvisor
600,1,2/22/2019,5,Tripadvisor
627,1,2/22/2019,5,Google
335,1,2/23/2019,5,Tripadvisor
369,1,2/23/2019,3,Google
381,1,2/23/2019,5,Google
385,1,2/23/2019,5,Tripadvisor
425,1,2/23/2019,5,Google
497,1,2/23/2019,5,Yelp
526,1,2/23/2019,5,Tripadvisor
558,1,2/23/2019,5,Google
575,1,2/23/2019,5,Yelp
576,1,2/23/2019,5,Yelp
584,1,2/23/2019,5,Google
596,1,2/23/2019,5,Tripadvisor
599,1,2/23/2019,5,Yelp
334,1,2/24/2019,5,Yelp
343,1,2/24/2019,5,Yelp
393,1,2/24/2019,5,Google
474,1,2/24/2019,0,Google
476,1,2/24/2019,0.5,Yelp
616,1,2/24/2019,5,Yelp
632,1,2/24/2019,5,Google
336,1,2/25/2019,5,Tripadvisor
361,1,2/25/2019,5,Yelp
379,1,2/25/2019,5,Google
384,1,2/25/2019,5,Tripadvisor
406,1,2/25/2019,5,Google
480,1,2/25/2019,2.5,Google
488,1,2/25/2019,5,Google
511,1,2/25/2019,5,Google
538,1,2/25/2019,5,Google
582,1,2/25/2019,5,Tripadvisor
626,1,2/25/2019,5,Yelp
359,1,2/26/2019,5,Tripadvisor
375,1,2/26/2019,5,Google
418,1,2/26/2019,5,Google
444,1,2/26/2019,5,Google
449,1,2/26/2019,5,Google
509,1,2/26/2019,5,Tripadvisor
547,1,2/26/2019,5,Google
553,1,2/26/2019,5,Yelp
325,1,2/27/2019,5,Google
329,1,2/27/2019,5,Google
350,1,2/27/2019,5,Tripadvisor
495,1,2/27/2019,5,Yelp
527,1,2/27/2019,5,Yelp
531,1,2/27/2019,5,Google
572,1,2/27/2019,5,Tripadvisor
577,1,2/27/2019,5,Google
624,1,2/27/2019,5,Google
357,1,2/28/2019,5,Yelp
380,1,2/28/2019,5,Google
387,1,2/28/2019,5,Google
399,1,2/28/2019,5,Google
409,1,2/28/2019,5,Google
424,1,2/28/2019,5,Google
468,1,2/28/2019,5,Tripadvisor
514,1,2/28/2019,5,Google
597,1,2/28/2019,5,Google
623,1,2/28/2019,5,Yelp
625,1,2/28/2019,5,Google
635,1,2/28/2019,5,Tripadvisor
700,1,3/1/2019,5,Yelp
742,1,3/1/2019,5,Tripadvisor
766,1,3/1/2019,5,Google
811,1,3/1/2019,5,Tripadvisor
833,1,3/1/2019,5,Tripadvisor
664,1,3/2/2019,5,Google
673,1,3/2/2019,1.5,Google
734,1,3/2/2019,5,Tripadvisor
877,1,3/2/2019,5,Google
642,1,3/3/2019,5,Yelp
707,1,3/3/2019,1,Tripadvisor
713,1,3/3/2019,5,Google
764,1,3/3/2019,5,Google
774,1,3/3/2019,5,Google
778,1,3/3/2019,5,Google
782,1,3/3/2019,2,Google
788,1,3/3/2019,5,Google
799,1,3/3/2019,5,Google
842,1,3/3/2019,5,Yelp
858,1,3/3/2019,5,Google
861,1,3/3/2019,5,Yelp
643,1,3/4/2019,5,Tripadvisor
645,1,3/4/2019,5,Google
657,1,3/4/2019,5,Google
784,1,3/4/2019,3.5,Google
787,1,3/4/2019,5,Google
810,1,3/4/2019,5,Yelp
828,1,3/4/2019,5,Tripadvisor
855,1,3/4/2019,5,Google
870,1,3/4/2019,5,Google
885,1,3/4/2019,5,Google
890,1,3/4/2019,5,Google
705,1,3/5/2019,0.5,Google
711,1,3/5/2019,5,Google
716,1,3/5/2019,5,Google
718,1,3/5/2019,5,Google
820,1,3/5/2019,2.5,Google
825,1,3/5/2019,5,Yelp
724,1,3/6/2019,5,Yelp
753,1,3/6/2019,5,Google
829,1,3/6/2019,5,Yelp
834,1,3/6/2019,5,Tripadvisor
848,1,3/6/2019,5,Tripadvisor
859,1,3/6/2019,5,Tripadvisor
881,1,3/6/2019,5,Google
751,1,3/7/2019,5,Tripadvisor
795,1,3/7/2019,5,Tripadvisor
796,1,3/7/2019,5,Google
843,1,3/7/2019,5,Tripadvisor
856,1,3/7/2019,5,Google
866,1,3/7/2019,5,Google
887,1,3/7/2019,5,Yelp
644,1,3/8/2019,5,Google
666,1,3/8/2019,5,Google
710,1,3/8/2019,5,Yelp
726,1,3/8/2019,5,Google
790,1,3/8/2019,5,Google
797,1,3/8/2019,5,Tripadvisor
812,1,3/8/2019,5,Google
823,1,3/8/2019,5,Tripadvisor
831,1,3/8/2019,5,Google
873,1,3/8/2019,5,Google
880,1,3/8/2019,5,Google
894,1,3/8/2019,5,Tripadvisor
654,1,3/9/2019,5,Tripadvisor
731,1,3/9/2019,5,Tripadvisor
741,1,3/9/2019,5,Google
786,1,3/9/2019,5,Google
824,1,3/9/2019,5,Google
853,1,3/9/2019,0,Google
733,1,3/10/2019,5,Tripadvisor
756,1,3/10/2019,5,Yelp
817,1,3/10/2019,5,Google
865,1,3/10/2019,5,Google
646,1,3/11/2019,5,Tripadvisor
702,1,3/11/2019,5,Yelp
789,1,3/11/2019,5,Google
837,1,3/11/2019,5,Google
883,1,3/11/2019,5,Yelp
888,1,3/11/2019,5,Google
671,1,3/12/2019,5,Google
722,1,3/12/2019,5,Tripadvisor
723,1,3/12/2019,5,Tripadvisor
729,1,3/12/2019,5,Tripadvisor
830,1,3/12/2019,5,Tripadvisor
850,1,3/12/2019,5,Tripadvisor
852,1,3/12/2019,5,Tripadvisor
862,1,3/12/2019,5,Google
863,1,3/12/2019,5,Tripadvisor
670,1,3/13/2019,5,Google
684,1,3/13/2019,5,Yelp
687,1,3/13/2019,5,Tripadvisor
688,1,3/13/2019,5,Google
699,1,3/13/2019,5,Google
748,1,3/13/2019,5,Google
777,1,3/13/2019,5,Google
821,1,3/13/2019,5,Google
868,1,3/13/2019,5,Yelp
884,1,3/13/2019,5,Yelp
891,1,3/13/2019,5,Google
655,1,3/14/2019,5,Google
680,1,3/14/2019,5,Tripadvisor
685,1,3/14/2019,5,Yelp
686,1,3/14/2019,5,Tripadvisor
697,1,3/14/2019,5,Google
714,1,3/14/2019,5,Google
739,1,3/14/2019,0,Tripadvisor
780,1,3/14/2019,5,Google
840,1,3/14/2019,5,Google
841,1,3/14/2019,5,Yelp
676,1,3/15/2019,5,Google
681,1,3/15/2019,5,Google
754,1,3/15/2019,5,Google
802,1,3/15/2019,5,Google
806,1,3/15/2019,5,Google
832,1,3/15/2019,5,Google
835,1,3/15/2019,5,Tripadvisor
872,1,3/15/2019,5,Tripadvisor
893,1,3/15/2019,5,Tripadvisor
658,1,3/16/2019,5,Tripadvisor
682,1,3/16/2019,5,Tripadvisor
695,1,3/16/2019,5,Google
725,1,3/16/2019,5,Google
727,1,3/16/2019,5,Google
805,1,3/16/2019,5,Yelp
815,1,3/16/2019,5,Google
854,1,3/16/2019,4,Google
882,1,3/16/2019,5,Google
640,1,3/17/2019,5,Yelp
674,1,3/17/2019,5,Google
692,1,3/17/2019,5,Google
698,1,3/17/2019,5,Google
708,1,3/17/2019,2.5,Tripadvisor
759,1,3/17/2019,5,Tripadvisor
876,1,3/17/2019,5,Google
656,1,3/18/2019,5,Tripadvisor
661,1,3/18/2019,5,Tripadvisor
665,1,3/18/2019,5,Google
672,1,3/18/2019,1,Google
693,1,3/18/2019,5,Tripadvisor
694,1,3/18/2019,5,Yelp
730,1,3/18/2019,5,Yelp
757,1,3/18/2019,5,Google
798,1,3/18/2019,5,Google
838,1,3/18/2019,5,Google
844,1,3/18/2019,5,Google
864,1,3/18/2019,5,Tripadvisor
869,1,3/18/2019,5,Yelp
651,1,3/19/2019,5,Tripadvisor
