OrderDetailID,OrderID,OrderQty,MenuItemID,UnitPrice,LineTotal
272,93,1,14,19.49,19.49
273,94,1,12,16.99,16.99
274,94,1,14,19.49,19.49
275,94,1,32,4.99,4.99
276,94,1,28,11.99,11.99
277,95,1,12,16.99,16.99
278,95,5,28,11.99,59.95
279,95,1,4,9.99,9.99
280,95,1,6,15.99,15.99
281,95,1,22,5.99,5.99
282,95,1,35,3.99,3.99
283,95,2,18,19.49,38.98
284,95,1,8,18.99,18.99
285,95,2,20,5.99,11.98
286,95,1,10,27.99,27.99
287,95,1,9,17.49,17.49
288,95,1,1,15.99,15.99
289,95,2,8,18.99,37.98
290,95,2,13,13.49,26.98
291,96,1,32,4.99,4.99
292,96,3,4,9.99,29.97
293,97,1,23,7.99,7.99
294,97,1,13,13.49,13.49
295,98,1,10,27.99,27.99
296,99,1,2,10.99,10.99
297,100,1,9,17.49,17.49
298,100,2,27,10.49,20.98
299,100,1,19,7.99,7.99
300,100,3,31,3.99,11.97
301,101,1,25,11.49,11.49
302,102,1,25,11.49,11.49
303,102,1,35,3.99,3.99
304,102,1,27,10.49,10.49
305,102,1,33,5.99,5.99
306,102,1,21,7.49,7.49
307,102,2,30,11.99,23.98
308,103,1,23,7.99,7.99
309,104,2,13,13.49,26.98
310,104,1,20,5.99,5.99
311,104,1,6,15.99,15.99
312,104,1,34,4.99,4.99
313,105,1,6,15.99,15.99
314,106,1,13,13.49,13.49
315,107,2,14,19.49,38.98
316,108,1,10,27.99,27.99
317,108,1,4,9.99,9.99
318,108,1,13,13.49,13.49
319,109,1,15,15.99,15.99
320,110,1,13,13.49,13.49
321,111,2,24,5.99,11.98
322,111,1,26,11.49,11.49
323,111,1,34,4.99,4.99
324,111,1,3,9.49,9.49
325,111,1,6,15.99,15.99
326,111,1,11,27.99,27.99
327,111,1,33,5.99,5.99
328,111,4,7,26.99,107.96
329,111,2,16,20.99,41.98
330,112,2,9,17.49,34.98
331,112,1,30,11.99,11.99
332,112,1,26,11.49,11.49
333,112,2,9,17.49,34.98
334,112,1,14,19.49,19.49
335,113,1,34,4.99,4.99
336,114,1,22,5.99,5.99
337,115,1,21,7.49,7.49
338,115,1,5,14.99,14.99
339,115,2,1,15.99,31.98
340,115,1,22,5.99,5.99
341,115,1,32,4.99,4.99
342,116,1,10,27.99,27.99
343,117,1,30,11.99,11.99
344,117,1,24,5.99,5.99
345,117,3,11,27.99,83.97
346,117,1,27,10.49,10.49
347,117,1,32,4.99,4.99
348,117,1,18,19.49,19.49
349,117,2,3,9.49,18.98
350,117,1,25,11.49,11.49
351,117,1,9,17.49,17.49
352,117,1,10,27.99,27.99
353,118,1,9,17.49,17.49
354,118,1,19,7.99,7.99
355,119,1,13,13.49,13.49
356,119,2,35,3.99,7.98
357,119,1,27,10.49,10.49
358,120,1,36,2.99,2.99
359,120,1,24,5.99,5.99
360,120,1,33,5.99,5.99
361,120,2,31,3.99,7.98
362,121,1,1,15.99,15.99
363,121,2,23,7.99,15.98
364,121,1,36,2.99,2.99
365,121,1,14,19.49,19.49
366,122,1,10,27.99,27.99
367,122,1,8,18.99,18.99
368,123,1,11,27.99,27.99
369,123,2,27,10.49,20.98
370,124,2,30,11.99,23.98
371,124,1,13,13.49,13.49
372,124,2,25,11.49,22.98
373,125,1,13,13.49,13.49
374,125,1,27,10.49,10.49
375,126,1,17,20.49,20.49
376,127,1,6,15.99,15.99
377,128,2,16,20.99,41.98
378,129,1,22,5.99,5.99
379,130,1,3,9.49,9.49
380,130,3,2,10.99,32.97
381,130,1,27,10.49,10.49
382,130,1,23,7.99,7.99
383,131,2,34,4.99,9.98
384,131,1,15,15.99,15.99
385,131,1,22,5.99,5.99
386,131,1,1,15.99,15.99
387,132,3,29,10.49,31.47
388,132,1,16,20.99,20.99
389,133,1,25,11.49,11.49
390,133,1,33,5.99,5.99
391,133,1,20,5.99,5.99
392,133,1,9,17.49,17.49
393,133,1,25,11.49,11.49
394,133,1,21,7.49,7.49
395,133,2,2,10.99,21.98
396,133,1,30,11.99,11.99
397,133,2,27,10.49,20.98
398,133,1,6,15.99,15.99
399,133,1,19,7.99,7.99
400,134,1,24,5.99,5.99
401,135,1,4,9.99,9.99
402,136,2,9,17.49,34.98
403,137,1,31,3.99,3.99
404,137,1,25,11.49,11.49
405,138,1,24,5.99,5.99
406,138,3,33,5.99,17.97
407,138,1,29,10.49,10.49
408,138,1,4,9.99,9.99
409,139,3,30,11.99,35.97
410,140,1,4,9.99,9.99
411,140,2,8,18.99,37.98
412,140,1,5,14.99,14.99
413,140,1,14,19.49,19.49
414,140,1,21,7.49,7.49
415,141,2,27,10.49,20.98
416,142,2,11,27.99,55.98
417,143,2,17,20.49,40.98
418,143,1,14,19.49,19.49
419,143,1,35,3.99,3.99
420,143,2,32,4.99,9.98
421,143,1,10,27.99,27.99
422,143,1,20,5.99,5.99
423,143,1,10,27.99,27.99
424,143,1,4,9.99,9.99
425,144,1,20,5.99,5.99
426,144,1,3,9.49,9.49
427,144,1,14,19.49,19.49
428,144,1,15,15.99,15.99
429,144,1,10,27.99,27.99
430,144,1,25,11.49,11.49
431,145,1,31,3.99,3.99
432,145,1,21,7.49,7.49
433,145,1,25,11.49,11.49
434,146,2,22,5.99,11.98
435,147,2,21,7.49,14.98
436,147,1,34,4.99,4.99
437,147,1,22,5.99,5.99
438,147,1,25,11.49,11.49
439,147,1,9,17.49,17.49
440,147,1,21,7.49,7.49
441,148,1,20,5.99,5.99
442,148,1,27,10.49,10.49
443,148,2,33,5.99,11.98
444,149,2,1,15.99,31.98
445,150,1,25,11.49,11.49
446,150,1,27,10.49,10.49
447,151,3,24,5.99,17.97
448,151,1,34,4.99,4.99
449,151,1,14,19.49,19.49
450,151,2,36,2.99,5.98
451,151,1,11,27.99,27.99
452,152,1,13,13.49,13.49
453,152,1,19,7.99,7.99
454,152,3,25,11.49,34.47
455,152,1,6,15.99,15.99
456,152,1,31,3.99,3.99
457,152,1,2,10.99,10.99
458,152,1,14,19.49,19.49
459,152,1,25,11.49,11.49
460,152,1,13,13.49,13.49
461,152,1,30,11.99,11.99
462,153,1,30,11.99,11.99
463,153,1,22,5.99,5.99
464,153,1,32,4.99,4.99
465,154,3,22,5.99,17.97
466,154,1,1,15.99,15.99
467,155,1,18,19.49,19.49
468,155,1,34,4.99,4.99
469,155,1,2,10.99,10.99
470,155,1,10,27.99,27.99
471,155,1,26,11.49,11.49
472,156,1,34,4.99,4.99
473,156,2,13,13.49,26.98
474,156,2,16,20.99,41.98
475,156,1,27,10.49,10.49
476,156,1,36,2.99,2.99
477,157,4,5,14.99,59.96
478,157,1,17,20.49,20.49
479,157,1,29,10.49,10.49
480,157,1,20,5.99,5.99
481,157,1,30,11.99,11.99
482,157,1,18,19.49,19.49
483,157,1,17,20.49,20.49
484,157,1,30,11.99,11.99
485,157,1,21,7.49,7.49
486,157,1,35,3.99,3.99
487,157,1,20,5.99,5.99
488,157,1,30,11.99,11.99
489,157,1,17,20.49,20.49
490,157,1,25,11.49,11.49
491,157,1,30,11.99,11.99
492,157,1,24,5.99,5.99
493,157,1,36,2.99,2.99
494,157,1,29,10.49,10.49
495,157,1,12,16.99,16.99
496,157,1,2,10.99,10.99
497,157,1,12,16.99,16.99
498,158,1,14,19.49,19.49
499,159,1,26,11.49,11.49
500,160,1,27,10.49,10.49
501,160,1,6,15.99,15.99
502,160,2,16,20.99,41.98
503,160,1,28,11.99,11.99
504,161,1,35,3.99,3.99
505,161,1,36,2.99,2.99
506,161,1,27,10.49,10.49
507,162,1,4,9.99,9.99
508,162,2,36,2.99,5.98
509,162,3,14,19.49,58.47
510,162,1,28,11.99,11.99
511,162,2,30,11.99,23.98
512,163,1,13,13.49,13.49
513,163,1,33,5.99,5.99
514,163,2,34,4.99,9.98
515,164,1,18,19.49,19.49
516,164,1,20,5.99,5.99
517,165,1,14,19.49,19.49
518,165,1,26,11.49,11.49
519,165,2,32,4.99,9.98
520,165,4,29,10.49,41.96
521,166,1,4,9.99,9.99
522,166,2,16,20.99,41.98
523,166,1,7,26.99,26.99
524,167,1,19,7.99,7.99
525,167,1,21,7.49,7.49
526,167,1,30,11.99,11.99
527,167,1,33,5.99,5.99
528,168,1,13,13.49,13.49
529,168,1,14,19.49,19.49
530,168,1,31,3.99,3.99
531,168,1,28,11.99,11.99
532,168,1,30,11.99,11.99
533,168,1,33,5.99,5.99
534,169,2,4,9.99,19.98
535,170,1,9,17.49,17.49
536,171,3,1,15.99,47.97
537,171,1,2,10.99,10.99
538,172,1,19,7.99,7.99
539,173,1,13,13.49,13.49
540,174,1,5,14.99,14.99
541,175,1,16,20.99,20.99
542,176,1,14,19.49,19.49
543,177,1,8,18.99,18.99
544,177,1,15,15.99,15.99
545,177,1,10,27.99,27.99
546,177,1,19,7.99,7.99
547,177,1,10,27.99,27.99
548,178,2,5,14.99,29.98
549,179,1,35,3.99,3.99
550,180,1,24,5.99,5.99
551,181,1,33,5.99,5.99
552,181,1,4,9.99,9.99
553,181,1,21,7.49,7.49
554,182,1,7,26.99,26.99
555,182,1,21,7.49,7.49
556,183,1,1,15.99,15.99
557,183,1,22,5.99,5.99
558,183,3,33,5.99,17.97
559,183,1,10,27.99,27.99
560,183,1,30,11.99,11.99
561,183,1,25,11.49,11.49
562,183,2,29,10.49,20.98
563,184,1,5,14.99,14.99
564,184,1,25,11.49,11.49
565,184,1,10,27.99,27.99
566,184,1,9,17.49,17.49
567,185,1,24,5.99,5.99
568,185,1,11,27.99,27.99
569,185,3,13,13.49,40.47
570,186,1,7,26.99,26.99
571,186,2,35,3.99,7.98
572,186,1,28,11.99,11.99
573,187,1,25,11.49,11.49
574,187,1,32,4.99,4.99
575,188,1,15,15.99,15.99
576,188,1,14,19.49,19.49
577,188,1,34,4.99,4.99
578,189,1,35,3.99,3.99
579,190,1,28,11.99,11.99
580,190,1,12,16.99,16.99
581,190,1,18,19.49,19.49
582,191,1,32,4.99,4.99
583,191,2,34,4.99,9.98
584,191,1,4,9.99,9.99
585,192,1,1,15.99,15.99
586,192,1,35,3.99,3.99
587,192,1,21,7.49,7.49
588,192,1,19,7.99,7.99
589,192,1,21,7.49,7.49
590,193,2,27,10.49,20.98
591,194,2,19,7.99,15.98
592,194,1,25,11.49,11.49
593,195,1,20,5.99,5.99
594,195,1,10,27.99,27.99
595,196,1,14,19.49,19.49
596,196,1,9,17.49,17.49
597,196,4,30,11.99,47.96
598,196,1,8,18.99,18.99
599,196,1,26,11.49,11.49
600,196,2,10,27.99,55.98
601,196,1,18,19.49,19.49
602,196,2,28,11.99,23.98
603,196,1,10,27.99,27.99
604,196,2,17,20.49,40.98
605,196,1,5,14.99,14.99
606,196,1,25,11.49,11.49
607,196,1,17,20.49,20.49
608,196,1,4,9.99,9.99
609,196,1,3,9.49,9.49
610,196,1,30,11.99,11.99
611,196,1,16,20.99,20.99
612,196,1,13,13.49,13.49
613,196,2,8,18.99,37.98
614,196,1,23,7.99,7.99
615,196,1,28,11.99,11.99
616,196,1,10,27.99,27.99
617,196,2,11,27.99,55.98
618,196,3,8,18.99,56.97
619,196,2,21,7.49,14.98
620,196,1,4,9.99,9.99
621,197,1,24,5.99,5.99
622,197,1,14,19.49,19.49
623,197,1,22,5.99,5.99
624,197,3,5,14.99,44.97
625,197,1,2,10.99,10.99
626,197,1,8,18.99,18.99
627,197,1,32,4.99,4.99
628,197,1,20,5.99,5.99
629,197,1,21,7.49,7.49
630,197,2,6,15.99,31.98
631,197,2,32,4.99,9.98
632,197,2,10,27.99,55.98
633,197,2,22,5.99,11.98
634,198,1,8,18.99,18.99
635,199,1,5,14.99,14.99
636,199,1,23,7.99,7.99
637,199,1,3,9.49,9.49
638,199,1,35,3.99,3.99
639,200,1,25,11.49,11.49
640,200,1,27,10.49,10.49
641,200,1,13,13.49,13.49
642,200,1,4,9.99,9.99
643,200,1,11,27.99,27.99
644,200,1,28,11.99,11.99
645,200,1,17,20.49,20.49
646,200,2,16,20.99,41.98
647,201,1,25,11.49,11.49
648,201,1,14,19.49,19.49
649,201,1,2,10.99,10.99
650,201,1,6,15.99,15.99
651,202,1,11,27.99,27.99
652,202,1,21,7.49,7.49
653,203,4,24,5.99,23.96
654,204,1,1,15.99,15.99
655,205,2,2,10.99,21.98
656,205,2,14,19.49,38.98
657,205,1,2,10.99,10.99
658,205,1,21,7.49,7.49
659,205,1,35,3.99,3.99
660,206,1,36,2.99,2.99
661,206,1,1,15.99,15.99
662,206,1,28,11.99,11.99
663,206,1,20,5.99,5.99
664,206,2,25,11.49,22.98
665,207,1,23,7.99,7.99
666,208,1,25,11.49,11.49
667,208,2,4,9.99,19.98
668,208,1,31,3.99,3.99
669,208,1,13,13.49,13.49
670,208,2,14,19.49,38.98
671,208,3,25,11.49,34.47
672,209,2,32,4.99,9.98
673,209,1,26,11.49,11.49
674,210,2,9,17.49,34.98
675,211,1,19,7.99,7.99
676,211,1,7,26.99,26.99
677,211,1,32,4.99,4.99
678,211,1,11,27.99,27.99
679,212,1,6,15.99,15.99
680,212,1,28,11.99,11.99
681,212,1,3,9.49,9.49
682,212,2,12,16.99,33.98
683,213,1,8,18.99,18.99
684,213,1,10,27.99,27.99
685,213,2,28,11.99,23.98
686,213,1,33,5.99,5.99
687,213,1,27,10.49,10.49
688,214,2,18,19.49,38.98
689,214,2,1,15.99,31.98
690,214,2,20,5.99,11.98
691,214,4,23,7.99,31.96
692,214,1,12,16.99,16.99
693,214,1,9,17.49,17.49
694,214,1,1,15.99,15.99
695,214,1,22,5.99,5.99
696,214,1,21,7.49,7.49
697,214,1,11,27.99,27.99
698,215,2,16,20.99,41.98
699,215,1,34,4.99,4.99
700,215,1,33,5.99,5.99
701,216,2,25,11.49,22.98
702,216,1,20,5.99,5.99
703,216,3,22,5.99,17.97
704,216,2,1,15.99,31.98
705,216,3,13,13.49,40.47
706,216,1,31,3.99,3.99
707,216,4,13,13.49,53.96
708,216,1,21,7.49,7.49
709,216,2,4,9.99,19.98
710,216,1,18,19.49,19.49
711,217,1,25,11.49,11.49
712,218,1,1,15.99,15.99
713,218,3,20,5.99,17.97
714,219,2,12,16.99,33.98
715,219,1,9,17.49,17.49
716,219,3,21,7.49,22.47
717,219,1,28,11.99,11.99
718,220,1,7,26.99,26.99
719,220,1,11,27.99,27.99
720,220,1,21,7.49,7.49
721,220,1,34,4.99,4.99
722,220,2,1,15.99,31.98
723,220,2,10,27.99,55.98
724,220,1,14,19.49,19.49
725,220,2,9,17.49,34.98
726,220,1,7,26.99,26.99
727,221,2,29,10.49,20.98
728,222,1,18,19.49,19.49
729,222,1,16,20.99,20.99
730,222,1,8,18.99,18.99
731,223,3,10,27.99,83.97
732,223,2,24,5.99,11.98
733,223,1,17,20.49,20.49
734,223,1,19,7.99,7.99
735,224,1,18,19.49,19.49
736,225,1,3,9.49,9.49
737,226,2,9,17.49,34.98
738,226,1,36,2.99,2.99
739,226,2,20,5.99,11.98
740,226,1,24,5.99,5.99
741,226,1,1,15.99,15.99
742,227,1,4,9.99,9.99
743,227,1,2,10.99,10.99
744,227,1,8,18.99,18.99
745,228,1,10,27.99,27.99
746,229,1,14,19.49,19.49
747,230,2,16,20.99,41.98
748,231,1,13,13.49,13.49
749,231,1,34,4.99,4.99
750,231,1,2,10.99,10.99
751,231,3,4,9.99,29.97
752,231,1,24,5.99,5.99
753,231,2,2,10.99,21.98
754,231,1,31,3.99,3.99
755,231,1,26,11.49,11.49
756,231,2,20,5.99,11.98
757,231,2,27,10.49,20.98
758,231,1,24,5.99,5.99
759,231,1,19,7.99,7.99
760,231,3,25,11.49,34.47
761,231,1,22,5.99,5.99
762,231,2,31,3.99,7.98
763,232,1,16,20.99,20.99
764,232,1,9,17.49,17.49
765,232,2,1,15.99,31.98
766,232,1,33,5.99,5.99
767,232,2,6,15.99,31.98
768,232,1,22,5.99,5.99
769,233,1,18,19.49,19.49
770,234,1,14,19.49,19.49
771,235,1,9,17.49,17.49
772,235,1,28,11.99,11.99
773,236,1,31,3.99,3.99
774,237,1,12,16.99,16.99
775,237,2,35,3.99,7.98
776,237,1,10,27.99,27.99
777,237,2,33,5.99,11.98
778,237,2,4,9.99,19.98
779,237,1,26,11.49,11.49
780,238,1,13,13.49,13.49
781,238,2,9,17.49,34.98
782,239,2,28,11.99,23.98
783,239,1,19,7.99,7.99
784,239,2,21,7.49,14.98
785,240,1,18,19.49,19.49
786,240,2,28,11.99,23.98
787,241,1,36,2.99,2.99
788,241,1,25,11.49,11.49
789,241,1,8,18.99,18.99
790,241,2,6,15.99,31.98
791,241,2,3,9.49,18.98
792,241,1,31,3.99,3.99
793,241,1,17,20.49,20.49
794,241,1,13,13.49,13.49
795,242,2,6,15.99,31.98
796,242,3,33,5.99,17.97
797,243,1,10,27.99,27.99
798,243,1,7,26.99,26.99
799,243,1,16,20.99,20.99
800,243,1,12,16.99,16.99
801,243,1,26,11.49,11.49
802,244,1,21,7.49,7.49
803,244,1,17,20.49,20.49
804,244,2,12,16.99,33.98
805,245,1,3,9.49,9.49
806,245,1,22,5.99,5.99
807,246,1,16,20.99,20.99
808,247,1,27,10.49,10.49
809,247,1,31,3.99,3.99
810,248,2,6,15.99,31.98
811,248,2,15,15.99,31.98
812,249,1,21,7.49,7.49
813,250,1,20,5.99,5.99
814,250,1,18,19.49,19.49
815,250,1,8,18.99,18.99
816,251,1,12,16.99,16.99
817,251,3,8,18.99,56.97
818,252,2,12,16.99,33.98
819,252,1,13,13.49,13.49
820,252,1,16,20.99,20.99
821,252,1,35,3.99,3.99
822,252,1,24,5.99,5.99
823,252,1,32,4.99,4.99
824,252,1,24,5.99,5.99
825,252,2,32,4.99,9.98
826,253,1,7,26.99,26.99
827,253,1,27,10.49,10.49
828,253,1,33,5.99,5.99
829,253,2,4,9.99,19.98
830,254,4,25,11.49,45.96
831,254,1,20,5.99,5.99
832,254,1,4,9.99,9.99
833,254,2,7,26.99,53.98
834,254,1,34,4.99,4.99
835,254,2,30,11.99,23.98
836,254,1,8,18.99,18.99
837,255,2,13,13.49,26.98
838,255,1,3,9.49,9.49
839,255,1,30,11.99,11.99
840,255,1,19,7.99,7.99
841,256,1,34,4.99,4.99
842,256,1,35,3.99,3.99
843,257,1,22,5.99,5.99
844,258,1,10,27.99,27.99
845,258,2,11,27.99,55.98
846,258,1,6,15.99,15.99
847,258,2,5,14.99,29.98
848,259,1,2,10.99,10.99
849,259,1,19,7.99,7.99
850,259,1,10,27.99,27.99
851,260,2,34,4.99,9.98
852,260,1,28,11.99,11.99
853,260,1,16,20.99,20.99
854,260,1,28,11.99,11.99
855,261,3,17,20.49,61.47
856,262,1,3,9.49,9.49
857,262,1,33,5.99,5.99
858,263,1,5,14.99,14.99
859,264,2,35,3.99,7.98
860,264,1,11,27.99,27.99
861,264,1,19,7.99,7.99
862,264,2,5,14.99,29.98
863,265,1,35,3.99,3.99
864,266,1,32,4.99,4.99
865,266,1,8,18.99,18.99
866,266,1,5,14.99,14.99
867,266,1,16,20.99,20.99
868,266,1,27,10.49,10.49
869,266,4,15,15.99,63.96
870,266,1,18,19.49,19.49
